ico,nazov,obec,okres,kraj,lat,lon,sektor,typ_nazov,odpad_kod,odpad,katalogove_cislo_navrh,pravny_status,sezonnost,uroven_dokazu
44570783,"Univerzitná nemocnica - Nemocnica svätého Michala, a. s.",Bratislava,Bratislava I,Bratislavský,48.153538,17.109671,Gastro a stravovacie zariadenia,Nemocnica,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
44570783,"Univerzitná nemocnica - Nemocnica svätého Michala, a. s.",Bratislava,Bratislava I,Bratislavský,48.153538,17.109671,Gastro a stravovacie zariadenia,Nemocnica,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
44570783,"Univerzitná nemocnica - Nemocnica svätého Michala, a. s.",Bratislava,Bratislava I,Bratislavský,48.153538,17.109671,Gastro a stravovacie zariadenia,Nemocnica,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
44580193,Pavol Mašlonka Mäso - údeniny,Pozdišovce,Michalovce,Košický,48.733333,21.85,Potravinárstvo a nápoje,Mäsospracovanie,kostny_zvysok,Kosti a kostné zvyšky,02 02 02,vedlajsi_produkt,celorocne,D
44580193,Pavol Mašlonka Mäso - údeniny,Pozdišovce,Michalovce,Košický,48.733333,21.85,Potravinárstvo a nápoje,Mäsospracovanie,kozne_odrezky,Kožné odrezky a podkožný tuk,02 02 02,odpad,celorocne,D
44580193,Pavol Mašlonka Mäso - údeniny,Pozdišovce,Michalovce,Košický,48.733333,21.85,Potravinárstvo a nápoje,Mäsospracovanie,masovy_flotacny_kal,Flotačný kal z mäsospracovania,02 02 04,odpad,celorocne,D
44580193,Pavol Mašlonka Mäso - údeniny,Pozdišovce,Michalovce,Košický,48.733333,21.85,Potravinárstvo a nápoje,Mäsospracovanie,zvp_kat3,Živočíšne vedľajšie produkty kategórie 3,02 02 02,vedlajsi_produkt,celorocne,D
44580193,Pavol Mašlonka Mäso - údeniny,Pozdišovce,Michalovce,Košický,48.733333,21.85,Potravinárstvo a nápoje,Mäsospracovanie,technicky_zivocisny_tuk,Technický živočíšny tuk,02 02 03,vedlajsi_produkt,celorocne,D
44580193,Pavol Mašlonka Mäso - údeniny,Pozdišovce,Michalovce,Košický,48.733333,21.85,Potravinárstvo a nápoje,Mäsospracovanie,masokostna_mucka,Mäsokostná múčka,02 02 02,odpad,celorocne,D
44581203,"REŠTAURÁCIA VF, spol. s r.o.",Lúč na Ostrove,Dunajská Streda,Trnavský,47.9775,17.521693,Gastro a stravovacie zariadenia,Reštaurácia,gastro_kuchynsky_odpad,Kuchynský odpad z reštaurácií a hotelov,20 01 08,odpad,celorocne,D
44581203,"REŠTAURÁCIA VF, spol. s r.o.",Lúč na Ostrove,Dunajská Streda,Trnavský,47.9775,17.521693,Gastro a stravovacie zariadenia,Reštaurácia,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
44581203,"REŠTAURÁCIA VF, spol. s r.o.",Lúč na Ostrove,Dunajská Streda,Trnavský,47.9775,17.521693,Gastro a stravovacie zariadenia,Reštaurácia,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
44581203,"REŠTAURÁCIA VF, spol. s r.o.",Lúč na Ostrove,Dunajská Streda,Trnavský,47.9775,17.521693,Gastro a stravovacie zariadenia,Reštaurácia,gastro_kavova_sedlina,Kávová sedlina z gastroprevádzok,20 01 08,odpad,celorocne,D
44581203,"REŠTAURÁCIA VF, spol. s r.o.",Lúč na Ostrove,Dunajská Streda,Trnavský,47.9775,17.521693,Gastro a stravovacie zariadenia,Reštaurácia,tuky_odlucovace,Tuky z odlučovačov,19 08 09,odpad,celorocne,D
44649045,"Lesnianska vodárenská spoločnosť, s.r.o.",Oravská Lesná,Námestovo,Žilinský,49.372578,19.205632,Komunálny a gastro bioodpad,Vodárenská spoločnosť (ČOV),cov_kal_komunalny,Kal z komunálnej ČOV,19 08 05,odpad,celorocne,D
44649045,"Lesnianska vodárenská spoločnosť, s.r.o.",Oravská Lesná,Námestovo,Žilinský,49.372578,19.205632,Komunálny a gastro bioodpad,Vodárenská spoločnosť (ČOV),tuky_odlucovace,Tuky z odlučovačov,19 08 09,odpad,celorocne,D
44655525,Reštaurácia Rotoska s. r. o.,Bratislava,Bratislava I,Bratislavský,48.153538,17.109671,Gastro a stravovacie zariadenia,Reštaurácia,gastro_kuchynsky_odpad,Kuchynský odpad z reštaurácií a hotelov,20 01 08,odpad,celorocne,D
44655525,Reštaurácia Rotoska s. r. o.,Bratislava,Bratislava I,Bratislavský,48.153538,17.109671,Gastro a stravovacie zariadenia,Reštaurácia,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
44655525,Reštaurácia Rotoska s. r. o.,Bratislava,Bratislava I,Bratislavský,48.153538,17.109671,Gastro a stravovacie zariadenia,Reštaurácia,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
44655525,Reštaurácia Rotoska s. r. o.,Bratislava,Bratislava I,Bratislavský,48.153538,17.109671,Gastro a stravovacie zariadenia,Reštaurácia,gastro_kavova_sedlina,Kávová sedlina z gastroprevádzok,20 01 08,odpad,celorocne,D
44655525,Reštaurácia Rotoska s. r. o.,Bratislava,Bratislava I,Bratislavský,48.153538,17.109671,Gastro a stravovacie zariadenia,Reštaurácia,tuky_odlucovace,Tuky z odlučovačov,19 08 09,odpad,celorocne,D
44696868,Kochanovská agromliekareň s.r.o.,Kochanovce,Bardejov,Prešovský,49.183333,21.383412,Potravinárstvo a nápoje,Mliekáreň,srvatka_sladka,Sladká srvátka,02 05 01,vedlajsi_produkt,celorocne,D
44696868,Kochanovská agromliekareň s.r.o.,Kochanovce,Bardejov,Prešovský,49.183333,21.383412,Potravinárstvo a nápoje,Mliekáreň,srvatka_kysla,Kyslá srvátka,02 05 01,odpad,celorocne,D
44696868,Kochanovská agromliekareň s.r.o.,Kochanovce,Bardejov,Prešovský,49.183333,21.383412,Potravinárstvo a nápoje,Mliekáreň,srvatkovy_permeat,Srvátkový permeát,02 05 01,vedlajsi_produkt,celorocne,D
44696868,Kochanovská agromliekareň s.r.o.,Kochanovce,Bardejov,Prešovský,49.183333,21.383412,Potravinárstvo a nápoje,Mliekáreň,cmar,Cmar,02 05 01,krmna_surovina,celorocne,D
44696868,Kochanovská agromliekareň s.r.o.,Kochanovce,Bardejov,Prešovský,49.183333,21.383412,Potravinárstvo a nápoje,Mliekáreň,mliekarensky_kal,Kal z mliekarenskej ČOV,02 05 02,odpad,celorocne,D
44739753,"JEDÁLEŇ - M.O., s.r.o.",Spišské Bystré,Poprad,Prešovský,48.991455,20.242744,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,gastro_kuchynsky_odpad,Kuchynský odpad z reštaurácií a hotelov,20 01 08,odpad,celorocne,D
44739753,"JEDÁLEŇ - M.O., s.r.o.",Spišské Bystré,Poprad,Prešovský,48.991455,20.242744,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
44739753,"JEDÁLEŇ - M.O., s.r.o.",Spišské Bystré,Poprad,Prešovský,48.991455,20.242744,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
44739753,"JEDÁLEŇ - M.O., s.r.o.",Spišské Bystré,Poprad,Prešovský,48.991455,20.242744,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,tuky_odlucovace,Tuky z odlučovačov,19 08 09,odpad,celorocne,D
44744391,Pivovar HVEZDOŇ s.r.o.,Hviezdoslavov,Dunajská Streda,Trnavský,48.066938,17.348981,Potravinárstvo a nápoje,Pivovar / minipivovar,pivovarske_mlato,Pivovarské mláto,02 07 01,vedlajsi_produkt,celorocne,D
44744391,Pivovar HVEZDOŇ s.r.o.,Hviezdoslavov,Dunajská Streda,Trnavský,48.066938,17.348981,Potravinárstvo a nápoje,Pivovar / minipivovar,pivovarske_kvasnice,Pivovarské kvasnice,02 07 05,vedlajsi_produkt,celorocne,D
44744391,Pivovar HVEZDOŇ s.r.o.,Hviezdoslavov,Dunajská Streda,Trnavský,48.066938,17.348981,Potravinárstvo a nápoje,Pivovar / minipivovar,chmelovy_mlat,Chmeľový mlát,02 07 01,odpad,celorocne,D
44744391,Pivovar HVEZDOŇ s.r.o.,Hviezdoslavov,Dunajská Streda,Trnavský,48.066938,17.348981,Potravinárstvo a nápoje,Pivovar / minipivovar,kremelinovy_kal,Kremelinový kal z filtrácie,02 07 05,odpad,celorocne,D
44785933,"Hotel Delfín, s. r. o.",Senec,Senec,Bratislavský,48.219641,17.396776,Gastro a stravovacie zariadenia,Hotel,gastro_kuchynsky_odpad,Kuchynský odpad z reštaurácií a hotelov,20 01 08,odpad,celorocne,D
44785933,"Hotel Delfín, s. r. o.",Senec,Senec,Bratislavský,48.219641,17.396776,Gastro a stravovacie zariadenia,Hotel,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
44785933,"Hotel Delfín, s. r. o.",Senec,Senec,Bratislavský,48.219641,17.396776,Gastro a stravovacie zariadenia,Hotel,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
44785933,"Hotel Delfín, s. r. o.",Senec,Senec,Bratislavský,48.219641,17.396776,Gastro a stravovacie zariadenia,Hotel,gastro_kavova_sedlina,Kávová sedlina z gastroprevádzok,20 01 08,odpad,celorocne,D
44785933,"Hotel Delfín, s. r. o.",Senec,Senec,Bratislavský,48.219641,17.396776,Gastro a stravovacie zariadenia,Hotel,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
44826681,"MENHERT Pekáreň, s. r. o.",Chocholná-Velčice,Trenčín,Trenčiansky,48.866811,17.948123,Potravinárstvo a nápoje,Pekáreň,pekarenske_zvysky,Pekárenské zvyšky,02 06 01,vedlajsi_produkt,celorocne,D
44826681,"MENHERT Pekáreň, s. r. o.",Chocholná-Velčice,Trenčín,Trenčiansky,48.866811,17.948123,Potravinárstvo a nápoje,Pekáreň,cestovinove_zvysky,Cestovinové a múčne zvyšky,02 06 01,vedlajsi_produkt,celorocne,D
44877315,"Technické služby - Žiar nad Hronom, a.s.",Žiar nad Hronom,Žiar nad Hronom,Banskobystrický,48.590505,18.853646,Komunálny a gastro bioodpad,Technické služby mesta / obce,travna_hmota_kosba,Trávna hmota z kosby verejnej zelene,20 02 01,odpad,sezonne_leto,D
44877315,"Technické služby - Žiar nad Hronom, a.s.",Žiar nad Hronom,Žiar nad Hronom,Banskobystrický,48.590505,18.853646,Komunálny a gastro bioodpad,Technické služby mesta / obce,konare_stiepka,Konáre a drevná štiepka z údržby zelene,20 02 01,odpad,sezonne_jar,D
44877315,"Technické služby - Žiar nad Hronom, a.s.",Žiar nad Hronom,Žiar nad Hronom,Banskobystrický,48.590505,18.853646,Komunálny a gastro bioodpad,Technické služby mesta / obce,listie,Lístie z verejnej zelene,20 02 01,odpad,sezonne_jesen,D
44877315,"Technické služby - Žiar nad Hronom, a.s.",Žiar nad Hronom,Žiar nad Hronom,Banskobystrický,48.590505,18.853646,Komunálny a gastro bioodpad,Technické služby mesta / obce,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
44877315,"Technické služby - Žiar nad Hronom, a.s.",Žiar nad Hronom,Žiar nad Hronom,Banskobystrický,48.590505,18.853646,Komunálny a gastro bioodpad,Technické služby mesta / obce,odpad_trhoviska,Odpad z trhovísk,20 03 02,odpad,sezonne_leto,D
44927380,"Nemocnica s poliklinikou Štefana Kukuru Michalovce, a.s.",Michalovce,Michalovce,Košický,48.75,21.933333,Gastro a stravovacie zariadenia,Nemocnica,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
44927380,"Nemocnica s poliklinikou Štefana Kukuru Michalovce, a.s.",Michalovce,Michalovce,Košický,48.75,21.933333,Gastro a stravovacie zariadenia,Nemocnica,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
44927380,"Nemocnica s poliklinikou Štefana Kukuru Michalovce, a.s.",Michalovce,Michalovce,Košický,48.75,21.933333,Gastro a stravovacie zariadenia,Nemocnica,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
45024006,Súkromné gymnázium Kremnica,Kremnica,Žiar nad Hronom,Banskobystrický,48.7,18.916667,Gastro a stravovacie zariadenia,Stredná škola,skolsky_kuchynsky_odpad,Kuchynský odpad zo školských jedální,20 01 08,odpad,celorocne,D
45024006,Súkromné gymnázium Kremnica,Kremnica,Žiar nad Hronom,Banskobystrický,48.7,18.916667,Gastro a stravovacie zariadenia,Stredná škola,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
45024006,Súkromné gymnázium Kremnica,Kremnica,Žiar nad Hronom,Banskobystrický,48.7,18.916667,Gastro a stravovacie zariadenia,Stredná škola,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
45024006,Súkromné gymnázium Kremnica,Kremnica,Žiar nad Hronom,Banskobystrický,48.7,18.916667,Gastro a stravovacie zariadenia,Stredná škola,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
45300950,HYDINA SLOVENSKO s.r.o.,Lieskovec,Humenné,Prešovský,48.95,21.816667,Poľnohospodárstvo a chov,Hydinárska prevádzka,perie,Perie z hydinových bitúnkov,02 02 02,odpad,celorocne,D
45300950,HYDINA SLOVENSKO s.r.o.,Lieskovec,Humenné,Prešovský,48.95,21.816667,Poľnohospodárstvo a chov,Hydinárska prevádzka,hydinovy_trus,Hydinový trus a podstielka,02 01 06,odpad,celorocne,D
45300950,HYDINA SLOVENSKO s.r.o.,Lieskovec,Humenné,Prešovský,48.95,21.816667,Poľnohospodárstvo a chov,Hydinárska prevádzka,krv_bitunok,Krv z bitúnku,02 02 03,vedlajsi_produkt,celorocne,D
45300950,HYDINA SLOVENSKO s.r.o.,Lieskovec,Humenné,Prešovský,48.95,21.816667,Poľnohospodárstvo a chov,Hydinárska prevádzka,kadavery,Uhynuté zvieratá (kadávery),02 01 02,odpad,celorocne,D
45300950,HYDINA SLOVENSKO s.r.o.,Lieskovec,Humenné,Prešovský,48.95,21.816667,Poľnohospodárstvo a chov,Hydinárska prevádzka,zvp_kat3,Živočíšne vedľajšie produkty kategórie 3,02 02 02,vedlajsi_produkt,celorocne,D
45300950,HYDINA SLOVENSKO s.r.o.,Lieskovec,Humenné,Prešovský,48.95,21.816667,Poľnohospodárstvo a chov,Hydinárska prevádzka,zvp_kat2,Živočíšne vedľajšie produkty kategórie 2,02 02 02,odpad,celorocne,D
45301191,KRTKO BIOPLYN k.s.,Nitra,Nitra,Nitriansky,48.31257,18.09061,Komunálny a gastro bioodpad,Bioplynová stanica,digestat,Digestát z bioplynovej stanice,19 06 06,odpad,celorocne,D
45301191,KRTKO BIOPLYN k.s.,Nitra,Nitra,Nitriansky,48.31257,18.09061,Komunálny a gastro bioodpad,Bioplynová stanica,kukuricne_korovie,Kukuričné kôrovie a stonky,02 01 03,vedlajsi_produkt,sezonne_jesen,D
45301191,KRTKO BIOPLYN k.s.,Nitra,Nitra,Nitriansky,48.31257,18.09061,Komunálny a gastro bioodpad,Bioplynová stanica,hnojovica_osipane,Hnojovica ošípaných,02 01 06,odpad,celorocne,D
45318611,František Tóth - LUNI JEDÁLEŇ,Lehnice,Dunajská Streda,Trnavský,48.051598,17.457891,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,gastro_kuchynsky_odpad,Kuchynský odpad z reštaurácií a hotelov,20 01 08,odpad,celorocne,D
45318611,František Tóth - LUNI JEDÁLEŇ,Lehnice,Dunajská Streda,Trnavský,48.051598,17.457891,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
45318611,František Tóth - LUNI JEDÁLEŇ,Lehnice,Dunajská Streda,Trnavský,48.051598,17.457891,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
45318611,František Tóth - LUNI JEDÁLEŇ,Lehnice,Dunajská Streda,Trnavský,48.051598,17.457891,Gastro a stravovacie zariadenia,Závodná a verejná jedáleň,tuky_odlucovace,Tuky z odlučovačov,19 08 09,odpad,celorocne,D
45325464,VINÁRSTVO BK s. r. o.,Malinovo,Senec,Bratislavský,48.154124,17.291732,Potravinárstvo a nápoje,Vinárstvo,hroznove_vylisky,Hroznové výlisky (matolina),02 07 04,vedlajsi_produkt,sezonne_jesen,D
45325464,VINÁRSTVO BK s. r. o.,Malinovo,Senec,Bratislavský,48.154124,17.291732,Potravinárstvo a nápoje,Vinárstvo,vinne_kaly,Vínne kaly,02 07 05,odpad,sezonne_jesen,D
45325464,VINÁRSTVO BK s. r. o.,Malinovo,Senec,Bratislavský,48.154124,17.291732,Potravinárstvo a nápoje,Vinárstvo,hroznove_stopky,Hroznové stopky (strapiny),02 07 01,odpad,sezonne_jesen,D
45410992,Malé vinárstvo - Gočik s.r.o.,Čerhov,Trebišov,Košický,48.466667,21.65,Potravinárstvo a nápoje,Vinárstvo,hroznove_vylisky,Hroznové výlisky (matolina),02 07 04,vedlajsi_produkt,sezonne_jesen,D
45410992,Malé vinárstvo - Gočik s.r.o.,Čerhov,Trebišov,Košický,48.466667,21.65,Potravinárstvo a nápoje,Vinárstvo,vinne_kaly,Vínne kaly,02 07 05,odpad,sezonne_jesen,D
45410992,Malé vinárstvo - Gočik s.r.o.,Čerhov,Trebišov,Košický,48.466667,21.65,Potravinárstvo a nápoje,Vinárstvo,hroznove_stopky,Hroznové stopky (strapiny),02 07 01,odpad,sezonne_jesen,D
45422079,PK - AGRO DRUŽSTVO s.r.o.,Nováky,Prievidza,Trenčiansky,48.714477,18.539765,Poľnohospodárstvo a chov,Poľnohospodársky podnik,slama_obilna,Obilná slama,02 01 03,vedlajsi_produkt,sezonne_leto,D
45422079,PK - AGRO DRUŽSTVO s.r.o.,Nováky,Prievidza,Trenčiansky,48.714477,18.539765,Poľnohospodárstvo a chov,Poľnohospodársky podnik,kukuricne_korovie,Kukuričné kôrovie a stonky,02 01 03,vedlajsi_produkt,sezonne_jesen,D
45422079,PK - AGRO DRUŽSTVO s.r.o.,Nováky,Prievidza,Trenčiansky,48.714477,18.539765,Poľnohospodárstvo a chov,Poľnohospodársky podnik,repkova_slama,Repková slama,02 01 03,vedlajsi_produkt,sezonne_leto,D
45422079,PK - AGRO DRUŽSTVO s.r.o.,Nováky,Prievidza,Trenčiansky,48.714477,18.539765,Poľnohospodárstvo a chov,Poľnohospodársky podnik,odpad_cistenie_zrna,Odpad z čistenia a sušenia obilia,02 01 03,vedlajsi_produkt,sezonne_leto,D
45422079,PK - AGRO DRUŽSTVO s.r.o.,Nováky,Prievidza,Trenčiansky,48.714477,18.539765,Poľnohospodárstvo a chov,Poľnohospodársky podnik,travna_hmota_ttp,Trávna hmota z lúk a TTP,02 01 03,vedlajsi_produkt,sezonne_leto,D
45428565,BIOPLYN BIEROVCE s. r. o.,Bratislava - mestská časť Jarovce,Bratislava I,Bratislavský,48.153538,17.109671,Komunálny a gastro bioodpad,Bioplynová stanica,digestat,Digestát z bioplynovej stanice,19 06 06,odpad,celorocne,D
45428565,BIOPLYN BIEROVCE s. r. o.,Bratislava - mestská časť Jarovce,Bratislava I,Bratislavský,48.153538,17.109671,Komunálny a gastro bioodpad,Bioplynová stanica,kukuricne_korovie,Kukuričné kôrovie a stonky,02 01 03,vedlajsi_produkt,sezonne_jesen,D
45428565,BIOPLYN BIEROVCE s. r. o.,Bratislava - mestská časť Jarovce,Bratislava I,Bratislavský,48.153538,17.109671,Komunálny a gastro bioodpad,Bioplynová stanica,hnojovica_osipane,Hnojovica ošípaných,02 01 06,odpad,celorocne,D
45445176,Hotel Jantár Dudince s.r.o.,Nové Zámky,Nové Zámky,Nitriansky,47.98334,18.166661,Gastro a stravovacie zariadenia,Hotel,gastro_kuchynsky_odpad,Kuchynský odpad z reštaurácií a hotelov,20 01 08,odpad,celorocne,D
45445176,Hotel Jantár Dudince s.r.o.,Nové Zámky,Nové Zámky,Nitriansky,47.98334,18.166661,Gastro a stravovacie zariadenia,Hotel,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
45445176,Hotel Jantár Dudince s.r.o.,Nové Zámky,Nové Zámky,Nitriansky,47.98334,18.166661,Gastro a stravovacie zariadenia,Hotel,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
45445176,Hotel Jantár Dudince s.r.o.,Nové Zámky,Nové Zámky,Nitriansky,47.98334,18.166661,Gastro a stravovacie zariadenia,Hotel,gastro_kavova_sedlina,Kávová sedlina z gastroprevádzok,20 01 08,odpad,celorocne,D
45445176,Hotel Jantár Dudince s.r.o.,Nové Zámky,Nové Zámky,Nitriansky,47.98334,18.166661,Gastro a stravovacie zariadenia,Hotel,bro_zahrady,Biologicky rozložiteľný odpad zo záhrad,20 02 01,odpad,sezonne_leto,D
45496293,"Reštaurácia NA MLYNE, s.r.o.",Zeleneč,Trnava,Trnavský,48.332228,17.594315,Gastro a stravovacie zariadenia,Reštaurácia,gastro_kuchynsky_odpad,Kuchynský odpad z reštaurácií a hotelov,20 01 08,odpad,celorocne,D
45496293,"Reštaurácia NA MLYNE, s.r.o.",Zeleneč,Trnava,Trnavský,48.332228,17.594315,Gastro a stravovacie zariadenia,Reštaurácia,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
45496293,"Reštaurácia NA MLYNE, s.r.o.",Zeleneč,Trnava,Trnavský,48.332228,17.594315,Gastro a stravovacie zariadenia,Reštaurácia,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
45496293,"Reštaurácia NA MLYNE, s.r.o.",Zeleneč,Trnava,Trnavský,48.332228,17.594315,Gastro a stravovacie zariadenia,Reštaurácia,gastro_kavova_sedlina,Kávová sedlina z gastroprevádzok,20 01 08,odpad,celorocne,D
45496293,"Reštaurácia NA MLYNE, s.r.o.",Zeleneč,Trnava,Trnavský,48.332228,17.594315,Gastro a stravovacie zariadenia,Reštaurácia,tuky_odlucovace,Tuky z odlučovačov,19 08 09,odpad,celorocne,D
45504377,Farma Kameničany s. r. o.,Kameničany,Ilava,Trenčiansky,48.992,18.171,Komunálny a gastro bioodpad,Bioplynová stanica,digestat,Digestát z bioplynovej stanice,19 06 06,odpad,celorocne,D
45504377,Farma Kameničany s. r. o.,Kameničany,Ilava,Trenčiansky,48.992,18.171,Komunálny a gastro bioodpad,Bioplynová stanica,kukuricne_korovie,Kukuričné kôrovie a stonky,02 01 03,vedlajsi_produkt,sezonne_jesen,D
45504377,Farma Kameničany s. r. o.,Kameničany,Ilava,Trenčiansky,48.992,18.171,Komunálny a gastro bioodpad,Bioplynová stanica,hnojovica_osipane,Hnojovica ošípaných,02 01 06,odpad,celorocne,D
45523797,Cintavý & Pisarčík Vinárstvo s.r.o.,Viničné,Pezinok,Bratislavský,48.269892,17.302281,Potravinárstvo a nápoje,Vinárstvo,hroznove_vylisky,Hroznové výlisky (matolina),02 07 04,vedlajsi_produkt,sezonne_jesen,D
45523797,Cintavý & Pisarčík Vinárstvo s.r.o.,Viničné,Pezinok,Bratislavský,48.269892,17.302281,Potravinárstvo a nápoje,Vinárstvo,vinne_kaly,Vínne kaly,02 07 05,odpad,sezonne_jesen,D
45523797,Cintavý & Pisarčík Vinárstvo s.r.o.,Viničné,Pezinok,Bratislavský,48.269892,17.302281,Potravinárstvo a nápoje,Vinárstvo,hroznove_stopky,Hroznové stopky (strapiny),02 07 01,odpad,sezonne_jesen,D
45554846,"Patrónsky pivovar, s. r. o.",Bratislava,Bratislava I,Bratislavský,48.153538,17.109671,Potravinárstvo a nápoje,Pivovar / minipivovar,pivovarske_mlato,Pivovarské mláto,02 07 01,vedlajsi_produkt,celorocne,D
45554846,"Patrónsky pivovar, s. r. o.",Bratislava,Bratislava I,Bratislavský,48.153538,17.109671,Potravinárstvo a nápoje,Pivovar / minipivovar,pivovarske_kvasnice,Pivovarské kvasnice,02 07 05,vedlajsi_produkt,celorocne,D
45554846,"Patrónsky pivovar, s. r. o.",Bratislava,Bratislava I,Bratislavský,48.153538,17.109671,Potravinárstvo a nápoje,Pivovar / minipivovar,chmelovy_mlat,Chmeľový mlát,02 07 01,odpad,celorocne,D
45554846,"Patrónsky pivovar, s. r. o.",Bratislava,Bratislava I,Bratislavský,48.153538,17.109671,Potravinárstvo a nápoje,Pivovar / minipivovar,kremelinovy_kal,Kremelinový kal z filtrácie,02 07 05,odpad,celorocne,D
45579636,"Píla RÚFUS, s.r.o.",Poproč,Košice - okolie,Košický,48.711448,20.976843,"Drevo, lesníctvo a ostatné",Píla a drevospracovanie,piliny,Piliny a hobliny,03 01 05,vedlajsi_produkt,celorocne,D
45579636,"Píla RÚFUS, s.r.o.",Poproč,Košice - okolie,Košický,48.711448,20.976843,"Drevo, lesníctvo a ostatné",Píla a drevospracovanie,kora,Odpadová kôra,03 01 01,vedlajsi_produkt,celorocne,D
45579636,"Píla RÚFUS, s.r.o.",Poproč,Košice - okolie,Košický,48.711448,20.976843,"Drevo, lesníctvo a ostatné",Píla a drevospracovanie,odrezky_dreva,Odrezky a drevný odpad,03 01 05,vedlajsi_produkt,celorocne,D
45594929,Nemocnica AGEL Zvolen a.s.,Zvolen,Zvolen,Banskobystrický,48.576512,19.128476,Gastro a stravovacie zariadenia,Nemocnica,nemocnicny_kuchynsky_odpad,Kuchynský odpad zo zdravotníckych a sociálnych zariadení,20 01 08,odpad,celorocne,D
45594929,Nemocnica AGEL Zvolen a.s.,Zvolen,Zvolen,Banskobystrický,48.576512,19.128476,Gastro a stravovacie zariadenia,Nemocnica,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
45594929,Nemocnica AGEL Zvolen a.s.,Zvolen,Zvolen,Banskobystrický,48.576512,19.128476,Gastro a stravovacie zariadenia,Nemocnica,gastro_fritovaci_olej,Použitý fritovací olej z gastroprevádzok,20 01 25,odpad,celorocne,D
45596824,Rybárova farma s.r.o.,Šurany,Nové Zámky,Nitriansky,48.086106,18.186834,"Drevo, lesníctvo a ostatné",Rybárstvo a akvakultúra,rybie_zvysky,"Rybie hlavy, vnútornosti a kosti",02 02 03,vedlajsi_produkt,celorocne,D
45596824,Rybárova farma s.r.o.,Šurany,Nové Zámky,Nitriansky,48.086106,18.186834,"Drevo, lesníctvo a ostatné",Rybárstvo a akvakultúra,kal_akvakultura,Kal z akvakultúry,02 01 01,odpad,celorocne,D
45623911,HOTEL SANUS s. r. o.,Bratislava - mestská časť Staré Mesto,Bratislava I,Bratislavský,48.140553,17.112478,Gastro a stravovacie zariadenia,Hotel,gastro_kuchynsky_odpad,Kuchynský odpad z reštaurácií a hotelov,20 01 08,odpad,celorocne,D
45623911,HOTEL SANUS s. r. o.,Bratislava - mestská časť Staré Mesto,Bratislava I,Bratislavský,48.140553,17.112478,Gastro a stravovacie zariadenia,Hotel,zvysky_z_taniera,Zvyšky z taniera,20 01 08,odpad,celorocne,D
