osm_id,nazov,nazov_norm,okres,kraj,typ,lon,lat
5407898,Bohatá,bohata,Komárno,Nitriansky,village,18.201948,47.887709
9335667,Zálesie,zalesie,Senec,Bratislavský,village,17.275394,48.166954
15235724,Lányiho Huta,lanyiho huta,Rožňava,Košický,hamlet,20.337604,48.836511
15242357,Dobšinská Ľadová Jaskyňa,dobsinska ladova jaskyna,Rožňava,Košický,village,20.303507,48.873992
15243569,Hronský Beňadik,hronsky benadik,Žarnovica,Banskobystrický,village,18.560033,48.345849
17810022,Vík,vik,Komárno,Nitriansky,village,18.148618,47.858489
17974736,Bratislava,bratislava,Bratislava I,Bratislavský,city,17.109671,48.153538
21424903,Chorvátsky Grob - Čierna Voda,chorvatsky grob cierna voda,Senec,Bratislavský,village,17.232043,48.224227
25312048,Nová Dedinka,nova dedinka,Senec,Bratislavský,village,17.354915,48.180581
25322019,Chorvátsky Grob,chorvatsky grob,Senec,Bratislavský,village,17.289747,48.227611
25322502,Vajnory,vajnory,Bratislava III,Bratislavský,suburb,17.206666,48.204418
25938759,Rača,raca,Bratislava III,Bratislavský,suburb,17.1534,48.211512
26035645,Beluša,belusa,Púchov,Trenčiansky,town,18.333333,49.066667
26035646,Pusté Pole,puste pole,Stará Ľubovňa,Prešovský,village,20.9,49.216667
26035647,Hažín nad Cirochou,hazin nad cirochou,Humenné,Prešovský,village,21.961729,48.929264
26035648,Demandice,demandice,Levice,Nitriansky,village,18.782,48.12704
26035649,Laskár,laskar,Martin,Žilinský,hamlet,18.876933,48.956344
26035650,Vyškovce nad Ipľom,vyskovce nad iplom,Levice,Nitriansky,village,18.869463,48.056408
26035651,Báč,bac,Galanta,Trnavský,village,17.566667,48.133333
26035652,Pochabany,pochabany,Bánovce nad Bebravou,Trenčiansky,village,18.145435,48.692447
26035653,Kosihovce,kosihovce,Veľký Krtíš,Banskobystrický,village,19.202351,48.182274
26035654,Iňačovce,inacovce,Michalovce,Košický,village,22.033333,48.7
26035655,Arnutovce,arnutovce,Spišská Nová Ves,Košický,village,20.495212,48.979856
26035656,Dolná Breznica,dolna breznica,Púchov,Trenčiansky,village,18.261852,49.080275
26035657,Tekovská Breznica,tekovska breznica,Žarnovica,Banskobystrický,village,18.616667,48.383333
26035658,Slovenská Ves,slovenska ves,Kežmarok,Prešovský,village,20.433333,49.233333
26035659,Malé Zálužie,male zaluzie,Nitra,Nitriansky,village,17.985146,48.44016
26035660,Osuské,osuske,Senica,Trnavský,village,17.444727,48.621936
26035661,Kľačany,klacany,Hlohovec,Trnavský,village,17.869335,48.387381
26035662,Pčoliné,pcoline,Snina,Prešovský,village,22.170219,49.066623
26035663,Honce,honce,Rožňava,Košický,village,20.4,48.666667
26035664,Pavlovce nad Uhom,pavlovce nad uhom,Michalovce,Košický,village,22.066667,48.616667
26035665,Michaľany,michalany,Trebišov,Košický,village,21.633333,48.516667
26035666,Vyšná Jedľová,vysna jedlova,Svidník,Prešovský,village,21.533333,49.35
26035667,Čičarovce,cicarovce,Michalovce,Košický,village,22.033333,48.55
26035668,Šarkan,sarkan,Nové Zámky,Nitriansky,village,18.566667,47.866667
26035670,Jasenová,jasenova,Dolný Kubín,Žilinský,village,19.2947,49.1761
26035671,Prievaly,prievaly,Senica,Trnavský,village,17.348928,48.555886
26035672,Kružlov,kruzlov,Bardejov,Prešovský,village,21.133333,49.3
26035673,Rokytov,rokytov,Bardejov,Prešovský,village,21.187153,49.317084
26035674,Trávnik,travnik,Komárno,Nitriansky,village,17.788543,47.773817
26035675,Svetlice,svetlice,Medzilaborce,Prešovský,hamlet,22.038543,49.166953
26035676,Bajtava,bajtava,Nové Zámky,Nitriansky,village,18.749408,47.853554
26035677,Studená,studena,Rimavská Sobota,Banskobystrický,village,19.95953,48.159472
26035678,Gregorova Vieska,gregorova vieska,Lučenec,Banskobystrický,hamlet,19.582297,48.384602
26035679,Brezov,brezov,Bardejov,Prešovský,village,21.5,49.15
26035680,Valaská Dubová,valaska dubova,Ružomberok,Žilinský,village,19.3,49.133333
26035681,Silická Brezová,silicka brezova,Rožňava,Košický,hamlet,20.483333,48.533333
26035682,Sečianky,secianky,Veľký Krtíš,Banskobystrický,village,19.079446,48.093727
26035684,Bobrovník,bobrovnik,Liptovský Mikuláš,Žilinský,hamlet,19.477499,49.116816
26035686,Hraničné,hranicne,Stará Ľubovňa,Prešovský,village,20.701332,49.374326
26035687,Drženice,drzenice,Levice,Nitriansky,village,18.7,48.283333
26035688,Nižný Hrabovec,nizny hrabovec,Vranov nad Topľou,Prešovský,village,21.750368,48.854058
26035690,Ružiná,ruzina,Lučenec,Banskobystrický,village,19.55173,48.429067
26035692,Závada,zavada,Topoľčany,Nitriansky,village,18.089173,48.64101
26035694,Abramová,abramova,Turčianske Teplice,Žilinský,hamlet,18.8,48.933333
26035713,Pitelová,pitelova,Žiar nad Hronom,Banskobystrický,village,18.927867,48.597897
26035727,Konrádovce,konradovce,Rimavská Sobota,Banskobystrický,village,19.905062,48.299331
26035729,Zvolen,zvolen,Zvolen,Banskobystrický,town,19.128476,48.576512
26035731,Žabokreky,zabokreky,Martin,Žilinský,village,18.919772,49.026601
26035733,Tisinec,tisinec,Stropkov,Prešovský,village,21.6361,49.22264
26035734,Chmeľov,chmelov,Prešov,Prešovský,village,21.417926,49.064926
26035736,Blažice,blazice,Košice - okolie,Košický,village,21.412283,48.667488
26035738,Havranec,havranec,Svidník,Prešovský,hamlet,21.55,49.416667
26035740,Slovenská Ľupča,slovenska lupca,Banská Bystrica,Banskobystrický,village,19.274739,48.7667
26035742,Liptovský Trnovec,liptovsky trnovec,Liptovský Mikuláš,Žilinský,village,19.55,49.116667
26035743,Krtovce,krtovce,Topoľčany,Nitriansky,village,18.014172,48.540227
26035744,Uhrovské Podhradie,uhrovske podhradie,Bánovce nad Bebravou,Trenčiansky,hamlet,18.383333,48.766667
26035745,Orešany,oresany,Topoľčany,Nitriansky,village,17.90185,48.510606
26035746,Stankovany,stankovany,Ružomberok,Žilinský,village,19.183333,49.15
26035747,Kačanov,kacanov,Michalovce,Košický,village,21.85,48.6
26035749,Dolná Ves,dolna ves,Žiar nad Hronom,Banskobystrický,village,18.91275,48.665721
26035751,Tašuľa,tasula,Sobrance,Košický,village,22.183333,48.65
26035753,Boťany,botany,Trebišov,Košický,village,22.1,48.45
26035755,Handlová,handlova,Prievidza,Trenčiansky,town,18.762694,48.731432
26035756,Bukovina,bukovina,Liptovský Mikuláš,Žilinský,hamlet,19.466667,49.133333
26035757,Gaboltov,gaboltov,Bardejov,Prešovský,village,21.15,49.366667
26035759,Kojatice,kojatice,Prešov,Prešovský,village,21.133333,49
26035764,Podhorany,podhorany,Kežmarok,Prešovský,village,20.483333,49.233333
26035766,Martinček,martincek,Ružomberok,Žilinský,village,19.332334,49.090113
26035769,Nýrovce,nyrovce,Levice,Nitriansky,village,18.583333,48.016667
26035772,Vyšná Sitnica,vysna sitnica,Humenné,Prešovský,village,21.8,49.1
26035774,Spišské Hanušovce,spisske hanusovce,Kežmarok,Prešovský,village,20.346897,49.331411
26035775,Jelenec,jelenec,Nitra,Nitriansky,village,18.223792,48.37932
26035777,Púchov,puchov,Púchov,Trenčiansky,town,18.324242,49.123992
26035778,Zbudská Belá,zbudska bela,Medzilaborce,Prešovský,hamlet,21.95,49.15
26035781,Vozokany,vozokany,Topoľčany,Nitriansky,village,18,48.566667
26035783,Nižný Tvarožec,nizny tvarozec,Bardejov,Prešovský,village,21.183333,49.35
26035785,Tužina,tuzina,Prievidza,Trenčiansky,village,18.616667,48.9
26035788,Veľké Kostoľany,velke kostolany,Piešťany,Trnavský,village,17.726713,48.506185
26035790,Nána,nana,Nové Zámky,Nitriansky,village,18.704061,47.810961
26035792,Otročok,otrocok,Revúca,Banskobystrický,village,20.277063,48.448874
26035795,Hýľov,hylov,Košice - okolie,Košický,village,21.106371,48.730701
26035797,Veľké Zlievce,velke zlievce,Veľký Krtíš,Banskobystrický,village,19.455788,48.19919
26035799,Osturňa,osturna,Kežmarok,Prešovský,village,20.233333,49.333333
26035803,Šintava,sintava,Galanta,Trnavský,village,17.765061,48.282884
26035807,Dlhé Pole,dlhe pole,Žilina,Žilinský,village,18.629806,49.302948
26035808,Prestavlky,prestavlky,Žiar nad Hronom,Banskobystrický,village,18.760444,48.587058
26035810,Žarnovica,zarnovica,Žarnovica,Banskobystrický,town,18.72155,48.483398
26035812,Gregorovce,gregorovce,Prešov,Prešovský,village,21.216667,49.066667
26035825,Liešno,liesno,Turčianske Teplice,Žilinský,hamlet,18.765423,48.887672
26035826,Zálesie,zalesie,Kežmarok,Prešovský,hamlet,20.383333,49.316667
26035827,Lada,lada,Prešov,Prešovský,village,21.362547,49.045231
26035828,Brestovec,brestovec,Komárno,Nitriansky,village,17.821873,47.864001
26035829,Černochov,cernochov,Trebišov,Košický,village,21.733333,48.433333
26035830,Rúbaň,ruban,Nové Zámky,Nitriansky,village,18.4,47.933333
26035831,Blatná na Ostrove,blatna na ostrove,Dunajská Streda,Trnavský,village,17.440189,48.006049
26035832,Nižná Sitnica,nizna sitnica,Humenné,Prešovský,village,21.793702,49.069218
26035833,Šurany,surany,Nové Zámky,Nitriansky,town,18.186834,48.086106
26035834,Dolné Trhovište,dolne trhoviste,Hlohovec,Trnavský,village,17.901443,48.442061
26035835,Dravce,dravce,Levoča,Prešovský,village,20.483333,49.016667
26035836,Kozí Vrbovok,kozi vrbovok,Krupina,Banskobystrický,hamlet,19.116002,48.30026
26035837,Rudník,rudnik,Košice - okolie,Košický,village,21.009475,48.688947
26035838,Potok,potok,Kežmarok,Prešovský,hamlet,20.35,49.35
26035839,Ložín,lozin,Michalovce,Košický,village,21.837806,48.66114
26035840,Uzovský Šalgov,uzovsky salgov,Sabinov,Prešovský,village,21.062849,49.090435
26035841,Vojkovce,vojkovce,Spišská Nová Ves,Košický,village,20.866667,48.95
26035842,Želmanovce,zelmanovce,Svidník,Prešovský,village,21.433333,49.116667
26035843,Nový Salaš,novy salas,Košice - okolie,Košický,village,21.474348,48.61204
26035844,Horné Orešany,horne oresany,Trnava,Trnavský,village,17.43961,48.463689
26035845,Trebatice,trebatice,Piešťany,Trnavský,village,17.749701,48.596347
26035846,Kamenica,kamenica,Sabinov,Prešovský,village,20.960827,49.192769
26035847,Utekáč - Havrilovo,utekac havrilovo,Poltár,Banskobystrický,hamlet,19.768376,48.618143
26035848,Lipovec,lipovec,Rimavská Sobota,Banskobystrický,hamlet,20.065301,48.549466
26035849,Somotor,somotor,Trebišov,Košický,village,21.816667,48.4
26035850,Kaplna,kaplna,Senec,Bratislavský,village,17.452745,48.296525
26035851,Smolník,smolnik,Snina,Prešovský,village,22.283333,49.1
26035852,Kľušov,klusov,Bardejov,Prešovský,village,21.259492,49.246556
26035853,Vrchteplá,vrchtepla,Považská Bystrica,Trenčiansky,village,18.563095,49.129714
26035854,Sklabiňa,sklabina,Martin,Žilinský,village,19.016667,49.05
26035855,Hronsek,hronsek,Banská Bystrica,Banskobystrický,village,19.155922,48.649719
26035856,Žlkovce,zlkovce,Hlohovec,Trnavský,village,17.715681,48.458194
26035857,Medzev,medzev,Košice - okolie,Košický,village,20.892805,48.700117
26035858,Diviacka Nová Ves,diviacka nova ves,Prievidza,Trenčiansky,village,18.5,48.75
26035859,Ondrašová,ondrasova,Turčianske Teplice,Žilinský,hamlet,18.805389,48.94173
26035860,Oreské,oreske,Michalovce,Košický,village,21.905191,48.859065
26035861,Trnkov,trnkov,Prešov,Prešovský,village,21.357857,49.034701
26035862,Radava,radava,Nové Zámky,Nitriansky,village,18.299187,48.096048
26035863,Veľký Lom,velky lom,Veľký Krtíš,Banskobystrický,village,19.370755,48.338786
26035864,Jabloňovce,jablonovce,Levice,Nitriansky,village,18.788722,48.317537
26035865,Trstená na Ostrove,trstena na ostrove,Dunajská Streda,Trnavský,village,17.501958,47.917035
26035866,Dvory nad Žitavou,dvory nad zitavou,Nové Zámky,Nitriansky,village,18.268975,47.994311
26035867,Biely Kostol,biely kostol,Trnava,Trnavský,village,17.531472,48.367918
26035868,Malý Krtíš,maly krtis,Veľký Krtíš,Banskobystrický,village,19.35296,48.189639
26035869,Banský Studenec,bansky studenec,Banská Štiavnica,Banskobystrický,village,18.970979,48.44721
26035870,Brezovica,brezovica,Tvrdošín,Žilinský,village,19.65,49.333333
26035871,Neverice,neverice,Zlaté Moravce,Nitriansky,village,18.283333,48.366667
26035872,Hajtovka,hajtovka,Stará Ľubovňa,Prešovský,hamlet,20.783333,49.3
26035873,Liptovská Lúžna,liptovska luzna,Ružomberok,Žilinský,village,19.321583,48.941112
26035874,Sucháň,suchan,Veľký Krtíš,Banskobystrický,village,19.221784,48.313086
26035875,Podolie,podolie,Nové Mesto nad Váhom,Trenčiansky,village,17.774922,48.674218
26035876,Beňadikovce,benadikovce,Svidník,Prešovský,village,21.547853,49.233154
26035877,Kráľovičove Kračany,kralovicove kracany,Dunajská Streda,Trnavský,village,17.553174,47.984957
26035878,Veľká Ida,velka ida,Košice - okolie,Košický,village,21.166336,48.593289
26035879,Mirkovce,mirkovce,Prešov,Prešovský,village,21.325168,48.893217
26035880,Kapušany,kapusany,Prešov,Prešovský,village,21.335448,49.045321
26035881,Dolný Lieskov,dolny lieskov,Považská Bystrica,Trenčiansky,village,18.416667,49.05
26035882,Hontianske Nemce,hontianske nemce,Krupina,Banskobystrický,village,18.9886,48.28523
26035883,Dlhoňa,dlhona,Svidník,Prešovský,hamlet,21.566667,49.4
26035884,Buclovany,buclovany,Bardejov,Prešovský,village,21.366667,49.15
26035885,Galanta,galanta,Galanta,Trnavský,town,17.727778,48.191057
26035886,Hromoš,hromos,Stará Ľubovňa,Prešovský,village,20.8,49.25
26035887,Nitrianska Blatnica,nitrianska blatnica,Topoľčany,Nitriansky,village,17.966789,48.553863
26035888,Baldovce,baldovce,Levoča,Prešovský,village,20.716667,48.983333
26035889,Nová Baňa,nova bana,Žarnovica,Banskobystrický,town,18.644609,48.41225
26035890,Sukov,sukov,Medzilaborce,Prešovský,hamlet,21.890605,49.221567
26035891,Rozložná,rozlozna,Rožňava,Košický,hamlet,20.35,48.616667
26035892,Poráč,porac,Spišská Nová Ves,Košický,village,20.733333,48.883333
26035893,Košický Klečenov,kosicky klecenov,Košice - okolie,Košický,village,21.505543,48.741301
26035894,Ratkovo,ratkovo,Martin,Žilinský,hamlet,19.082988,49.133646
26035895,Malčice,malcice,Michalovce,Košický,village,21.854297,48.577134
26035896,Gerlachov,gerlachov,Bardejov,Prešovský,village,21.150326,49.317101
26035897,Turecká,turecka,Rožňava,Košický,hamlet,20.483333,48.683333
26035898,Ňagov,nagov,Medzilaborce,Prešovský,village,21.93508,49.249178
26035899,Hul,hul,Nové Zámky,Nitriansky,village,18.266667,48.1
26035900,Veľký Šariš,velky saris,Prešov,Prešovský,village,21.2,49.05
26035901,Rybník,rybnik,Revúca,Banskobystrický,hamlet,20.133489,48.55
26035902,Uňatín,unatin,Krupina,Banskobystrický,hamlet,19.06435,48.295068
26035903,Šemetkovce,semetkovce,Stropkov,Prešovský,hamlet,21.666667,49.3
26035904,Kremnické Bane,kremnicke bane,Žiar nad Hronom,Banskobystrický,village,18.911603,48.733471
26035906,Dolné Orešany,dolne oresany,Trnava,Trnavský,village,17.42785,48.437898
26035907,Zbrojníky,zbrojniky,Levice,Nitriansky,village,18.702789,48.117035
26035908,Horný Lieskov,horny lieskov,Považská Bystrica,Trenčiansky,village,18.433333,49.066667
26035909,Župčany,zupcany,Prešov,Prešovský,village,21.158732,49.011062
26035910,Hanušovce nad Topľou,hanusovce nad toplou,Vranov nad Topľou,Prešovský,village,21.5,49.033333
26035911,Liptovské Matiašovce,liptovske matiasovce,Liptovský Mikuláš,Žilinský,village,19.566667,49.166667
26035912,Turčianky,turcianky,Partizánske,Trenčiansky,hamlet,18.316667,48.583333
26035913,Velušovce,velusovce,Topoľčany,Nitriansky,village,18.099332,48.631125
26035914,Bohunice,bohunice,Trnava,Trnavský,village,17.641526,48.476924
26035915,Ohrady,ohrady,Dunajská Streda,Trnavský,village,17.699415,47.989803
26035916,Hnilčík,hnilcik,Spišská Nová Ves,Košický,village,20.566667,48.883333
26035917,Malý Cetín,maly cetin,Nitra,Nitriansky,village,18.183333,48.233333
26035918,Domaniža,domaniza,Považská Bystrica,Trenčiansky,village,18.551924,49.043114
26035919,Ozdín,ozdin,Poltár,Banskobystrický,village,19.683847,48.470811
26035920,Stebnícka Huta,stebnicka huta,Bardejov,Prešovský,village,21.25,49.416667
26035921,Klubina,klubina,Čadca,Žilinský,village,18.9,49.35
26035922,Nemčiňany,nemcinany,Zlaté Moravce,Nitriansky,village,18.466667,48.3
26035923,Nitrianske Rudno,nitrianske rudno,Prievidza,Trenčiansky,village,18.478012,48.798184
26035924,Partizánska Ľupča,partizanska lupca,Liptovský Mikuláš,Žilinský,village,19.45,49.066667
26035925,Kračúnovce,kracunovce,Svidník,Prešovský,village,21.494347,49.100984
26035926,Lenka,lenka,Rimavská Sobota,Banskobystrický,hamlet,20.350156,48.383333
26035927,Rakovnica,rakovnica,Rožňava,Košický,village,20.461022,48.662368
26035928,Oľšov,olsov,Sabinov,Prešovský,village,20.883333,49.183333
26035929,Poliakovce,poliakovce,Bardejov,Prešovský,village,21.416667,49.25
26035930,Vyšný Orlík,vysny orlik,Svidník,Prešovský,village,21.5,49.35
26035931,Mužla,muzla,Nové Zámky,Nitriansky,village,18.600899,47.78991
26035932,Brvnište,brvniste,Považská Bystrica,Trenčiansky,village,18.425633,49.213422
26035933,Červený Hrádok,cerveny hradok,Zlaté Moravce,Nitriansky,village,18.383333,48.3
26035934,Geraltov,geraltov,Prešov,Prešovský,hamlet,21.266667,49.133333
26035935,Čabalovce,cabalovce,Medzilaborce,Prešovský,village,21.963605,49.226389
26035936,Nový Tekov,novy tekov,Levice,Nitriansky,village,18.517993,48.244126
26035937,Údol,udol,Stará Ľubovňa,Prešovský,village,20.814577,49.298839
26035938,Malé Kozmálovce,male kozmalovce,Levice,Nitriansky,village,18.509324,48.273415
26035939,Polomka,polomka,Brezno,Banskobystrický,village,19.85,48.85
26035940,Lehota,lehota,Nitra,Nitriansky,village,17.990086,48.313735
26035941,Belža,belza,Košice - okolie,Košický,village,21.273345,48.580436
26035942,Beckov,beckov,Nové Mesto nad Váhom,Trenčiansky,village,17.896478,48.788242
26035943,Mudrovce,mudrovce,Košice - okolie,Košický,hamlet,21.447572,48.829895
26035944,Čekovce,cekovce,Krupina,Banskobystrický,village,19.122779,48.351953
26035945,Drnava,drnava,Rožňava,Košický,village,20.666667,48.65
26035946,Paňovce,panovce,Košice - okolie,Košický,village,21.066056,48.643215
26035947,Príkra,prikra,Svidník,Prešovský,hamlet,21.75,49.366667
26035948,Liešťany,liestany,Prievidza,Trenčiansky,village,18.478571,48.824841
26035949,Poľany,polany,Trebišov,Košický,village,21.983333,48.466667
26035950,Hucín,hucin,Revúca,Banskobystrický,village,20.299336,48.566968
26035951,Zemianske Podhradie,zemianske podhradie,Nové Mesto nad Váhom,Trenčiansky,village,17.833333,48.85
26035952,Šávoľ,savol,Lučenec,Banskobystrický,village,19.82561,48.304494
26035953,Šaštín - Stráže,sastin straze,Senica,Trnavský,town,17.149745,48.640447
26035955,Vislanka,vislanka,Stará Ľubovňa,Prešovský,village,20.861627,49.231771
26035956,Považská Bystrica,povazska bystrica,Považská Bystrica,Trenčiansky,town,18.447319,49.114507
26035957,Tepličky,teplicky,Hlohovec,Trnavský,village,17.853185,48.464973
26035958,Horné Trhovište,horne trhoviste,Hlohovec,Trnavský,village,17.865085,48.473569
26035959,Lovča,lovca,Žiar nad Hronom,Banskobystrický,village,18.813923,48.572189
26035960,Staré Hory,stare hory,Banská Bystrica,Banskobystrický,village,19.113819,48.834351
26035961,Hrabkov,hrabkov,Prešov,Prešovský,village,21.021936,48.960587
26035962,Danišovce,danisovce,Spišská Nová Ves,Košický,village,20.620712,48.948703
26035963,Ilija,ilija,Banská Štiavnica,Banskobystrický,village,18.90036,48.419772
26035964,Stránska,stranska,Rimavská Sobota,Banskobystrický,village,20.280431,48.40327
26035965,Jakovany,jakovany,Sabinov,Prešovský,village,21.066667,49.15
26035966,Cimenná,cimenna,Bánovce nad Bebravou,Trenčiansky,hamlet,18.140566,48.726663
26035967,Stráňavy,stranavy,Žilina,Žilinský,village,18.819095,49.170903
26035968,Krásna Lúka,krasna luka,Sabinov,Prešovský,village,20.822502,49.193961
26035969,Kolárovice,kolarovice,Bytča,Žilinský,village,18.533333,49.283333
26035970,Skároš,skaros,Košice - okolie,Košický,village,21.376193,48.588406
26035971,Veličná,velicna,Dolný Kubín,Žilinský,village,19.245128,49.205048
26035972,Lúka,luka,Nové Mesto nad Váhom,Trenčiansky,village,17.878984,48.657252
26035973,Žikava,zikava,Zlaté Moravce,Nitriansky,village,18.383333,48.45
26035974,Rajčany,rajcany,Topoľčany,Nitriansky,village,18.234968,48.613424
26035975,Oravce,oravce,Banská Bystrica,Banskobystrický,hamlet,19.263423,48.6845
26035976,Plaveč,plavec,Stará Ľubovňa,Prešovský,village,20.85,49.266667
26035977,Čierna Voda,cierna voda,Galanta,Trnavský,village,17.650975,48.130522
26035978,Šelpice,selpice,Trnava,Trnavský,village,17.531812,48.43796
26035979,Kremná,kremna,Stará Ľubovňa,Prešovský,hamlet,20.698614,49.354966
26035980,Ražňany,raznany,Sabinov,Prešovský,village,21.083506,49.084013
26035981,Hradište pod Vrátnom,hradiste pod vratnom,Senica,Trnavský,village,17.486803,48.627264
26035982,Podrečany,podrecany,Lučenec,Banskobystrický,village,19.601265,48.406453
26035983,Torysa,torysa,Sabinov,Prešovský,village,20.880687,49.159881
26035984,Vlača,vlaca,Vranov nad Topľou,Prešovský,village,21.516667,49.05
26035985,Ivančiná,ivancina,Martin,Žilinský,hamlet,18.95,49.05
26035986,Modra nad Cirochou,modra nad cirochou,Humenné,Prešovský,village,22.042549,48.945053
26035987,Kuklov,kuklov,Senica,Trnavský,village,17.068471,48.639463
26035988,Bzovík,bzovik,Krupina,Banskobystrický,village,19.089544,48.320325
26035989,Malá nad Hronom,mala nad hronom,Nové Zámky,Nitriansky,village,18.683333,47.85
26035990,Dvorec,dvorec,Turčianske Teplice,Žilinský,village,18.810646,48.909977
26035991,Kolonica,kolonica,Snina,Prešovský,village,22.258003,48.959516
26035992,Čirč,circ,Stará Ľubovňa,Prešovský,village,20.916667,49.283333
26035993,Veľké Slemence,velke slemence,Michalovce,Košický,village,22.150003,48.516669
26035994,Dolná Mičiná,dolna micina,Banská Bystrica,Banskobystrický,village,19.220869,48.672092
26035995,Dubové,dubove,Turčianske Teplice,Žilinský,village,18.795358,48.859103
26035996,Figa,figa,Rimavská Sobota,Banskobystrický,village,20.251904,48.397213
26035997,Bunetice,bunetice,Košice - okolie,Košický,hamlet,21.393459,48.861702
26035998,Betliar,betliar,Rožňava,Košický,village,20.505559,48.703209
26035999,Vlkas,vlkas,Nové Zámky,Nitriansky,village,18.283333,48.116667
26036000,Prašník,prasnik,Piešťany,Trnavský,village,17.68832,48.652309
26036001,Svätý Jur,svaty jur,Pezinok,Bratislavský,village,17.212617,48.254867
26036003,Vyšné Valice,vysne valice,Rimavská Sobota,Banskobystrický,village,20.191777,48.455031
26036004,Jamník,jamnik,Spišská Nová Ves,Košický,village,20.663113,48.943404
26036005,Solčany,solcany,Topoľčany,Nitriansky,village,18.2,48.533333
26036006,Baškovce,baskovce,Humenné,Prešovský,village,21.833333,49.033333
26036007,Renčišov,rencisov,Sabinov,Prešovský,hamlet,20.966667,49.1
26036008,Kalameny,kalameny,Ružomberok,Žilinský,village,19.414226,49.125971
26036009,Strihovce,strihovce,Snina,Prešovský,hamlet,22.283333,48.9
26036010,Melek,melek,Nitra,Nitriansky,village,18.333333,48.2
26036011,Zábiedovo,zabiedovo,Tvrdošín,Žilinský,village,19.616667,49.316667
26036012,Malý Lipník,maly lipnik,Stará Ľubovňa,Prešovský,village,20.801106,49.337306
26036013,Šarišská Trstená,sarisska trstena,Prešov,Prešovský,village,21.383333,49.083333
26036014,Močiar,mociar,Banská Štiavnica,Banskobystrický,hamlet,18.946043,48.541299
26036015,Borcová,borcova,Turčianske Teplice,Žilinský,hamlet,18.85,48.933333
26036016,Kaľava,kalava,Spišská Nová Ves,Košický,village,20.866667,48.933333
26036017,Šarišský Štiavnik,sarissky stiavnik,Svidník,Prešovský,village,21.566667,49.233333
26036018,Nižná Hutka,nizna hutka,Košice - okolie,Košický,village,21.359105,48.658937
26036019,Hontianska Vrbica,hontianska vrbica,Levice,Nitriansky,village,18.70214,48.127633
26036020,Ľubochňa,lubochna,Ružomberok,Žilinský,village,19.166667,49.116667
26036021,Rimavské Zalužany,rimavske zaluzany,Rimavská Sobota,Banskobystrický,village,19.935494,48.500397
26036022,Záborské,zaborske,Prešov,Prešovský,village,21.281924,48.943511
26036023,Baka,baka,Dunajská Streda,Trnavský,village,17.533333,47.9
26036024,Kyselica,kyselica,Dunajská Streda,Trnavský,hamlet,17.389605,47.986004
26036025,Čakajovce,cakajovce,Nitra,Nitriansky,village,18.043902,48.372235
26036026,Žipov,zipov,Prešov,Prešovský,village,21.085048,48.966624
26036027,Hruštín,hrustin,Námestovo,Žilinský,village,19.35,49.316667
26036028,Lučivná,lucivna,Poprad,Prešovský,village,20.144267,49.051338
26036029,Stakčín,stakcin,Snina,Prešovský,village,22.233333,49
26036030,Bošáca,bosaca,Nové Mesto nad Váhom,Trenčiansky,village,17.842651,48.826459
26036031,Petrovce,petrovce,Vranov nad Topľou,Prešovský,village,21.486511,49.004434
26036032,Horná Lehota,horna lehota,Brezno,Banskobystrický,village,19.546814,48.837915
26036033,Smrdáky,smrdaky,Senica,Trnavský,village,17.302093,48.72132
26036034,Hostovice,hostovice,Snina,Prešovský,village,22.144185,49.119134
26036035,Machulince,machulince,Zlaté Moravce,Nitriansky,village,18.433242,48.41125
26036036,Mošovce,mosovce,Turčianske Teplice,Žilinský,village,18.885929,48.908686
26036037,Svrbice,svrbice,Topoľčany,Nitriansky,village,17.882809,48.519926
26036038,Jarovnice,jarovnice,Sabinov,Prešovský,village,21.066667,49.05
26036039,Šajdíkove Humence,sajdikove humence,Senica,Trnavský,village,17.264722,48.65703
26036040,Galovany,galovany,Liptovský Mikuláš,Žilinský,village,19.533333,49.066667
26036041,Dulovo,dulovo,Rimavská Sobota,Banskobystrický,village,20.18975,48.374142
26036042,Čata,cata,Levice,Nitriansky,village,18.666667,47.95
26036043,Markuška,markuska,Rožňava,Košický,hamlet,20.316667,48.733333
26036044,Kláštor pod Znievom,klastor pod znievom,Martin,Žilinský,village,18.805725,48.97394
26036045,Vaniškovce,vaniskovce,Bardejov,Prešovský,village,21.3,49.166667
26036046,Kostolná Ves,kostolna ves,Prievidza,Trenčiansky,village,18.489328,48.806469
26036047,Pavčina Lehota,pavcina lehota,Liptovský Mikuláš,Žilinský,village,19.566667,49.033333
26036048,Košarovce,kosarovce,Humenné,Prešovský,village,21.783333,49.05
26036049,Chminianske Jakubovany,chminianske jakubovany,Prešov,Prešovský,village,21.010579,48.994414
26036050,Chropov,chropov,Skalica,Trnavský,village,17.3172,48.771238
26036051,Ličartovce,licartovce,Prešov,Prešovský,village,21.248449,48.875381
26036052,Čečejovce,cecejovce,Košice - okolie,Košický,village,21.062293,48.597107
26036053,Michalová,michalova,Brezno,Banskobystrický,village,19.779521,48.762253
26036054,Kurimany,kurimany,Levoča,Prešovský,village,20.545681,48.998937
26036055,Olcnava,olcnava,Spišská Nová Ves,Košický,village,20.753407,48.928632
26036056,Jestice,jestice,Rimavská Sobota,Banskobystrický,hamlet,20.05353,48.219147
26036057,Horná Ves,horna ves,Prievidza,Trenčiansky,village,18.488024,48.609859
